Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reporting starts,Reporting ends,Reach,Impressions,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement,Cost per results
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-21,2019-08-21,2857,3218,500,Daily,501.62,Lead Generation,1.126356,83,6.043614,2.579242,175.575779,155.879428,60,501.62
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-21,2019-08-21,3145,3185,200,Daily,253.99,Lead Generation,1.012719,34,7.470294,1.067504,80.759936,79.745683,28,50.798
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-21,2019-08-21,3309,3393,Using ad set budget,0,255.41,Lead Generation,1.025385,31,8.239032,0.913646,77.186461,75.275567,35,51.082
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-21,2019-08-21,4813,4955,Using ad set budget,0,567.73,Lead Generation,1.029503,52,10.917885,1.049445,117.957615,114.577195,36,94.621666666667
Jaya-Interiors-17-Aug-19-Ver-1.0,6129536051957,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-20,2019-08-20,2226,2654,Using ad set budget,0,349.21,Lead Generation,1.192273,102,3.423627,3.843255,156.877808,131.578749,62,58.201666666667
Glitz & Glamz-Test-24-July-19,6128536702957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-20,2019-08-20,3804,4575,Using ad set budget,0,290.69,Lead Generation,1.202681,159,1.828239,3.47541,76.41693,63.538798,50,290.69
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2019-08-20,2019-08-20,3155,3444,500,Daily,486.02,Lead Generation,1.091601,72,6.750278,2.090592,154.047544,141.12079,67,162.00666666667
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-20,2019-08-20,2600,2642,200,Daily,243.36,Lead Generation,1.016154,30,8.112,1.135503,93.6,92.112036,42,121.68
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-20,2019-08-20,560,566,Using ad set budget,0,47.5,Lead Generation,1.010714,13,3.653846,2.29682,84.821429,83.922261,7,23.75
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,,,2019-08-20,2019-08-20,3448,3534,Using ad set budget,0,242.32,Lead Generation,1.024942,31,7.816774,0.877193,70.278422,68.568195,38,
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,8,actions:onsite_conversion.lead_grouped,2019-08-20,2019-08-20,1375,1431,Using ad set budget,0,150.99,Lead Generation,1.040727,27,5.592222,1.886792,109.810909,105.513627,14,18.87375
Glitz & Glamz-Test-24-July-19,6128536702957,inactive,,,2019-08-19,2019-08-19,2071,2325,Using ad set budget,0,137.95,Lead Generation,1.122646,91,1.515934,3.913978,66.610333,59.333333,31,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-19,2019-08-19,2537,2867,500,Daily,488.63,Lead Generation,1.130075,76,6.429342,2.650855,192.601498,170.432508,63,244.315
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-19,2019-08-19,2259,2327,200,Daily,251.89,Lead Generation,1.030102,29,8.685862,1.24624,111.505091,108.24667,32,251.89
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-19,2019-08-19,4090,4427,Using ad set budget,0,295.28,Lead Generation,1.082396,112,2.636429,2.52993,72.195599,66.699797,76,42.182857142857
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,8,actions:onsite_conversion.lead_grouped,2019-08-19,2019-08-19,2883,2966,Using ad set budget,0,250.91,Lead Generation,1.028789,53,4.734151,1.786918,87.030871,84.595415,33,31.36375
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-18,2019-08-18,2498,2779,500,Daily,513.13,Lead Generation,1.11249,88,5.831023,3.166607,205.416333,184.645556,67,102.626
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-18,2019-08-18,1749,1808,200,Daily,245.87,Lead Generation,1.033734,27,9.106296,1.493363,140.577473,135.990044,35,245.87
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,10,actions:onsite_conversion.lead_grouped,2019-08-18,2019-08-18,3436,3711,Using ad set budget,0,293.65,Lead Generation,1.080035,131,2.241603,3.530046,85.462747,79.129615,80,29.365
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,4,actions:onsite_conversion.lead_grouped,2019-08-18,2019-08-18,2308,2398,Using ad set budget,0,248.87,Lead Generation,1.038995,30,8.295667,1.251043,107.829289,103.782319,33,62.2175
ECR-Ind-beach-Party-Test-12-Aug-19-Ver-1.0,6130163223957,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,614,629,Using ad set budget,0,58.65,Lead Generation,1.02443,35,1.675714,5.564388,95.521173,93.243243,13,29.325
ECR-Bash-on-the-beach-Test-12-Aug-19-Ver-1.0,6130133509357,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,790,803,Using ad set budget,0,58.07,Lead Generation,1.016456,14,4.147857,1.743462,73.506329,72.316314,11,58.07
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,1367,1372,Using ad set budget,0,50.26,Lead Generation,1.003658,25,2.0104,1.822157,36.766642,36.632653,23,25.13
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,827,831,Using ad set budget,0,60.73,Lead Generation,1.004837,65,0.934308,7.821901,73.434099,73.080626,52,12.146
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,3050,3373,500,Daily,576.95,Lead Generation,1.105902,61,9.458197,1.808479,189.163934,171.049511,57,576.95
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,2675,2734,200,Daily,250.9,Lead Generation,1.022056,30,8.363333,1.097293,93.794393,91.7703,51,125.45
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,9,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,3498,3795,Using ad set budget,0,295.31,Lead Generation,1.084906,132,2.237197,3.478261,84.422527,77.815547,74,32.812222222222
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-17,2019-08-17,2912,2985,Using ad set budget,0,255.91,Lead Generation,1.025069,31,8.255161,1.038526,87.881181,85.731993,32,255.91
ECR-Ind-beach-Party-Test-12-Aug-19-Ver-1.0,6130163223957,inactive,4,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,934,964,Using ad set budget,0,97.4,Lead Generation,1.03212,28,3.478571,2.904564,104.282655,101.037344,18,24.35
ECR-Bash-on-the-beach-Test-12-Aug-19-Ver-1.0,6130133509357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,1904,1946,Using ad set budget,0,98.92,Lead Generation,1.022059,26,3.804615,1.336074,51.953782,50.832477,18,19.784
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,2248,2254,Using ad set budget,0,98.7,Lead Generation,1.002669,44,2.243182,1.952085,43.905694,43.78882,38,19.74
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,13,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,1356,1386,Using ad set budget,0,97.67,Lead Generation,1.022124,154,0.634221,11.111111,72.028024,70.468975,100,7.5130769230769
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-08-16,2019-08-16,3283,3586,500,Daily,577.86,Lead Generation,1.092294,65,8.890154,1.812605,176.015839,161.143335,77,
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,3282,3368,200,Daily,252.26,Lead Generation,1.026204,33,7.644242,0.97981,76.86167,74.89905,27,126.13
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,497,505,Using ad set budget,0,110.84,Lead Generation,1.016097,27,4.105185,5.346535,223.018109,219.485149,7,55.42
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,3486,3846,Using ad set budget,0,296.9,Lead Generation,1.10327,88,3.373864,2.288092,85.169248,77.197088,57,42.414285714286
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,3154,3222,Using ad set budget,0,247.92,Lead Generation,1.02156,19,13.048421,0.589696,78.604946,76.945996,36,247.92
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,8,actions:onsite_conversion.lead_grouped,2019-08-16,2019-08-16,1677,1730,Using ad set budget,0,265.97,Lead Generation,1.031604,46,5.781957,2.65896,158.598688,153.739884,22,33.24625
ECR-Ind-beach-Party-Test-12-Aug-19-Ver-1.0,6130163223957,inactive,4,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,1099,1166,Using ad set budget,0,96.05,Lead Generation,1.060965,77,1.247403,6.603774,87.397634,82.375643,28,24.0125
ECR-Bash-on-the-beach-Test-12-Aug-19-Ver-1.0,6130133509357,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,1294,1338,Using ad set budget,0,98.13,Lead Generation,1.034003,20,4.9065,1.494768,75.834621,73.340807,13,16.355
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,2178,2187,Using ad set budget,0,99.25,Lead Generation,1.004132,44,2.255682,2.011888,45.56933,45.381802,36,19.85
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,4,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,1489,1528,Using ad set budget,0,95.75,Lead Generation,1.026192,109,0.87844,7.133508,64.304903,62.663613,82,23.9375
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,3312,3714,500,Daily,579.56,Lead Generation,1.121377,83,6.982651,2.234787,174.987923,156.047388,84,579.56
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,5280,5564,200,Daily,516.91,Lead Generation,1.053788,85,6.081294,1.527678,97.899621,92.902588,67,73.844285714286
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,2590,2865,Using ad set budget,0,474.03,Lead Generation,1.106178,100,4.7403,3.490401,183.023166,165.455497,27,237.015
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,9,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,3446,3855,Using ad set budget,0,290.35,Lead Generation,1.118688,110,2.639545,2.853437,84.25711,75.317769,67,32.261111111111
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,13,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,11564,11790,Using ad set budget,0,982.45,Lead Generation,1.019543,131,7.499618,1.111111,84.957627,83.329092,115,75.573076923077
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-15,2019-08-15,4543,4859,Using ad set budget,0,642.02,Lead Generation,1.069558,60,10.700333,1.234822,141.320713,132.130068,41,107.00333333333
ECR-Ind-beach-Party-Test-12-Aug-19-Ver-1.0,6130163223957,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,2220,2494,Using ad set budget,0,223.36,Lead Generation,1.123423,210,1.063619,8.420209,100.612613,89.558941,54,31.908571428571
ECR-Bash-on-the-beach-Test-12-Aug-19-Ver-1.0,6130133509357,inactive,11,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,3357,3475,Using ad set budget,0,206.61,Lead Generation,1.03515,49,4.216531,1.410072,61.546023,59.456115,31,18.782727272727
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,20,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,7301,7301,Using ad set budget,0,325.39,Lead Generation,1,129,2.522403,1.766881,44.567867,44.567867,104,16.2695
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,19,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,3039,3146,Using ad set budget,0,230.98,Lead Generation,1.035209,268,0.861866,8.518754,76.005265,73.420216,190,12.156842105263
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,4,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,3441,4007,500,Daily,579.09,Lead Generation,1.164487,99,5.849394,2.470676,168.291194,144.519591,119,144.7725
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,4617,4843,200,Daily,497.7,Lead Generation,1.04895,85,5.855294,1.75511,107.797271,102.76688,50,497.7
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,2625,2919,Using ad set budget,0,498.03,Lead Generation,1.112,122,4.082213,4.179514,189.725714,170.61665,25,249.015
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,9,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,3648,4258,Using ad set budget,0,295.59,Lead Generation,1.167215,130,2.273769,3.053077,81.027961,69.419915,64,32.843333333333
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,10,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,9534,9901,Using ad set budget,0,994.83,Lead Generation,1.038494,129,7.71186,1.302899,104.3455,100.47773,110,99.483
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,13,actions:onsite_conversion.lead_grouped,2019-08-14,2019-08-14,4494,4752,Using ad set budget,0,641.09,Lead Generation,1.05741,59,10.865932,1.241582,142.654651,134.909512,37,49.314615384615
ECR-Ind-beach-Party-Test-12-Aug-19-Ver-1.0,6130163223957,inactive,10,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,2908,3083,Using ad set budget,0,315.33,Lead Generation,1.060179,276,1.1425,8.952319,108.435351,102.280247,73,31.533
ECR-Bash-on-the-beach-Test-12-Aug-19-Ver-1.0,6130133509357,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,4011,4214,Using ad set budget,0,292.09,Lead Generation,1.050611,44,6.638409,1.044139,72.822239,69.314191,39,48.681666666667
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,23,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,14380,14565,Using ad set budget,0,455.18,Lead Generation,1.012865,211,2.157251,1.448678,31.653686,31.251631,184,19.790434782609
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,29,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,4747,5131,Using ad set budget,0,321.85,Lead Generation,1.080893,569,0.565641,11.089456,67.800716,62.726564,360,11.098275862069
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2019-08-13,2019-08-13,3159,3207,500,Daily,560.84,Lead Generation,1.015195,46,12.192174,1.434362,177.537195,174.87995,51,
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,4261,4456,200,Daily,502.15,Lead Generation,1.045764,51,9.846078,1.144524,117.847923,112.690754,52,100.43
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,1964,2212,Using ad set budget,0,492.94,Lead Generation,1.126273,97,5.081856,4.385172,250.98778,222.848101,23,246.47
QTECH-SERVICES-PONDY-28-APR-19,6120387714957,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,1451,1645,Using ad set budget,0,176.11,Lead Generation,1.133701,73,2.412466,4.43769,121.371468,107.057751,44,25.158571428571
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,10,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,8978,9366,Using ad set budget,0,999.16,Lead Generation,1.043217,109,9.166606,1.163784,111.28982,106.679479,90,99.916
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-13,2019-08-13,721,746,Using ad set budget,0,117.84,Lead Generation,1.034674,10,11.784,1.340483,163.439667,157.962466,7,117.84
ECR-Ind-beach-Party-Test-12-Aug-19-Ver-1.0,6130163223957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,358,361,Using ad set budget,0,49.66,Lead Generation,1.00838,9,5.517778,2.493075,138.715084,137.562327,5,49.66
ECR-Bash-on-the-beach-Test-12-Aug-19-Ver-1.0,6130133509357,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,1864,1917,Using ad set budget,0,150.81,Lead Generation,1.028433,50,3.0162,2.608242,80.906652,78.669797,28,21.544285714286
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,8,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,6308,6444,Using ad set budget,0,457.61,Lead Generation,1.02156,117,3.911197,1.815642,72.544388,71.013346,102,57.20125
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,15,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,3264,3434,Using ad set budget,0,330.86,Lead Generation,1.052083,417,0.793429,12.143273,101.366422,96.348282,248,22.057333333333
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,3129,3453,200,Daily,493.32,Lead Generation,1.103547,82,6.016098,2.374747,157.660594,142.867072,54,98.664
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,863,979,Using ad set budget,0,295.38,Lead Generation,1.134415,51,5.791765,5.209397,342.271147,301.716037,14,147.69
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-12,2019-08-12,7092,7477,Using ad set budget,0,984.05,Lead Generation,1.054287,100,9.8405,1.337435,138.754935,131.610272,84,140.57857142857
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,,,2019-08-11,2019-08-11,156,156,Using ad set budget,0,10.32,Lead Generation,1,2,5.16,1.282051,66.153846,66.153846,2,
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-11,2019-08-11,759,762,Using ad set budget,0,107.08,Lead Generation,1.003953,77,1.390649,10.104987,141.080369,140.524934,54,21.416
ECR-No Moon-CHN-Test-5-Aug-19-Ver-1.0,6129529180357,inactive,17,actions:onsite_conversion.lead_grouped,2019-08-11,2019-08-11,2079,2086,Using ad set budget,0,172.61,Lead Generation,1.003367,119,1.450504,5.704698,83.025493,82.746884,84,10.153529411765
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,,,2019-08-11,2019-08-11,3273,3310,200,Daily,480.6,Lead Generation,1.011305,102,4.711765,3.081571,146.837764,145.196375,32,
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,,,2019-08-11,2019-08-11,423,429,Using ad set budget,0,106.25,Lead Generation,1.014184,19,5.592105,4.428904,251.182033,247.668998,4,
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,11,actions:onsite_conversion.lead_grouped,2019-08-11,2019-08-11,7124,7242,Using ad set budget,0,956.43,Lead Generation,1.016564,112,8.539554,1.546534,134.254632,132.067109,87,86.948181818182
"Post: ""ECR No Moon Beach Party @ ECR SEA LOUNGE & BANQUETS""",6129922262557,inactive,,,2019-08-10,2019-08-10,8,8,200,Lifetime,0.51,Engagement,1,0,0,0,63.75,63.75,,
"Post: "" ECR No Moon Beach Party @ INJAMBAKKAM BEACH""",6129919538757,inactive,4,actions:post_engagement,2019-08-10,2019-08-10,8,8,200,Lifetime,0.63,Engagement,1,0,0,0,78.75,78.75,4,0.1575
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-10,2019-08-10,484,484,Using ad set budget,0,36.89,Lead Generation,1,10,3.689,2.066116,76.219008,76.219008,8,18.445
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,5,actions:onsite_conversion.lead_grouped,2019-08-10,2019-08-10,320,320,Using ad set budget,0,33.14,Lead Generation,1,29,1.142759,9.0625,103.5625,103.5625,21,6.628
ECR-No Moon-CHN-Test-5-Aug-19-Ver-1.0,6129529180357,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-10,2019-08-10,557,557,Using ad set budget,0,31.29,Lead Generation,1,33,0.948182,5.924596,56.175943,56.175943,57,5.215
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-10,2019-08-10,152,152,200,Daily,45.09,Lead Generation,1,4,11.2725,2.631579,296.644737,296.644737,1,45.09
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-10,2019-08-10,90,91,Using ad set budget,0,39.32,Lead Generation,1.011111,6,6.553333,6.593407,436.888889,432.087912,4,39.32
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,,,2019-08-10,2019-08-10,488,488,Using ad set budget,0,51.76,Lead Generation,1,3,17.253333,0.614754,106.065574,106.065574,4,
"Post: ""ECR No Moon Beach Party @ ECR SEA LOUNGE & BANQUETS""",6129922262557,inactive,85,actions:post_engagement,2019-08-09,2019-08-09,516,516,200,Lifetime,26.97,Engagement,1,12,2.2475,2.325581,52.267442,52.267442,85,0.31729411764706
"Post: "" ECR No Moon Beach Party @ INJAMBAKKAM BEACH""",6129919538757,inactive,207,actions:post_engagement,2019-08-09,2019-08-09,537,540,200,Lifetime,49.42,Engagement,1.005587,18,2.745556,3.333333,92.029795,91.518519,207,0.23874396135266
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,9,actions:onsite_conversion.lead_grouped,2019-08-09,2019-08-09,3251,3284,Using ad set budget,0,251.33,Lead Generation,1.010151,85,2.956824,2.588307,77.30852,76.531669,74,27.925555555556
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,24,actions:onsite_conversion.lead_grouped,2019-08-09,2019-08-09,1684,1812,Using ad set budget,0,198.56,Lead Generation,1.07601,200,0.9928,11.037528,117.909739,109.580574,139,8.2733333333333
ECR-No Moon-CHN-Test-5-Aug-19-Ver-1.0,6129529180357,inactive,25,actions:onsite_conversion.lead_grouped,2019-08-09,2019-08-09,3121,3141,Using ad set budget,0,208.47,Lead Generation,1.006408,162,1.286852,5.157593,66.795899,66.370583,240,8.3388
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,4,actions:onsite_conversion.lead_grouped,2019-08-09,2019-08-09,4158,4366,200,Daily,501.86,Lead Generation,1.050024,68,7.380294,1.55749,120.697451,114.94732,40,125.465
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-09,2019-08-09,1232,1346,Using ad set budget,0,366.55,Lead Generation,1.092532,47,7.798936,3.491828,297.524351,272.325409,9,183.275
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,6,actions:onsite_conversion.lead_grouped,2019-08-09,2019-08-09,10844,11402,Using ad set budget,0,1004.11,Lead Generation,1.051457,171,5.871988,1.499737,92.595906,88.064375,110,167.35166666667
ECR Resort-CHN-Test-6-Aug-19,6129624523757,inactive,2,actions:onsite_conversion.lead_grouped,2019-08-08,2019-08-08,730,784,Using ad set budget,0,138.89,Lead Generation,1.073973,19,7.31,2.423469,190.260274,177.155612,15,69.445
ECR-Poplar Sleep-CHN-Test -5-Aug-19,6129550224357,inactive,11,actions:onsite_conversion.lead_grouped,2019-08-08,2019-08-08,916,982,Using ad set budget,0,160.41,Lead Generation,1.072052,107,1.499159,10.89613,175.120087,163.350306,64,14.582727272727
ECR-No Moon-CHN-Test-5-Aug-19-Ver-1.0,6129529180357,inactive,9,actions:onsite_conversion.lead_grouped,2019-08-08,2019-08-08,1052,1115,Using ad set budget,0,141.53,Lead Generation,1.059886,88,1.608295,7.892377,134.534221,126.932735,61,15.725555555556
"Post: """"Powering your digital dreams"" """,6129496196757,inactive,,,2019-08-08,2019-08-08,4329,4738,Using ad set budget,0,187.48,Engagement,1.094479,3,62.493333,0.063318,43.307923,39.569439,,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-08,2019-08-08,245,250,500,Daily,88.89,Lead Generation,1.020408,13,6.837692,5.2,362.816327,355.56,11,88.89
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,3,actions:onsite_conversion.lead_grouped,2019-08-08,2019-08-08,3978,4131,200,Daily,479.31,Lead Generation,1.038462,52,9.2175,1.258775,120.490196,116.027596,43,159.77
OLIVEL-FORM-02-MAY-19-OWN,6120740336557,inactive,,,2019-08-08,2019-08-08,1410,1528,Using ad set budget,0,338.47,Lead Generation,1.083688,49,6.907551,3.206806,240.049645,221.51178,12,
SVGI-CBE-Form-24-Apr-19-OWN,6119982451557,inactive,7,actions:onsite_conversion.lead_grouped,2019-08-08,2019-08-08,9676,10250,Using ad set budget,0,984.72,Lead Generation,1.059322,148,6.653514,1.443902,101.769326,96.070244,94,140.67428571429
"Post: """"Powering your digital dreams"" """,6129496196757,inactive,1,actions:post_engagement,2019-08-07,2019-08-07,6546,7888,Using ad set budget,0,264.7,Engagement,1.205011,1,264.7,0.012677,40.436908,33.557302,1,264.7
AskJuno-LG-International-25-July-19,6128620529357,inactive,,,2019-08-07,2019-08-07,44,44,Using ad set budget,0,45.59,Lead Generation,1,0,0,0,1036.136364,1036.136364,,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2019-08-07,2019-08-07,2438,2771,500,Daily,501.56,Lead Generation,1.136587,68,7.375882,2.453988,205.726005,181.003248,63,501.56
SVGI-CBE-MALAYALAM-23-May-19-OWN,6122773029357,inactive,8,actions:onsite_conversion.lead_grouped,2019-08-07,2019-08-07,4361,4487,200,Daily,513.11,Lead Generation,1.028892,56,9.162679,1.24805,117.658794,114.354803,58,64.13875
