Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reporting starts,Reporting ends,Reach,Impressions,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement,Cost per results
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-13,2020-03-13,1538,1554,Using ad set budget,0,227.37,Lead Generation,1.010403,14,16.240714,0.900901,147.83485,146.312741,12,113.685
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-12,2020-03-12,4056,4208,Using ad set budget,0,576.8,Lead Generation,1.037475,55,10.487273,1.307034,142.209073,137.072243,55,192.26666666667
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-11,2020-03-11,1118,1127,Using ad set budget,0,145.11,Lead Generation,1.00805,28,5.1825,2.484472,129.794275,128.757764,11,145.11
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2020-03-11,2020-03-11,979,1008,500,Daily,299.67,Lead Generation,1.029622,41,7.309024,4.06746,306.098059,297.291667,200,
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,5,actions:onsite_conversion.lead_grouped,2020-03-11,2020-03-11,3904,4061,Using ad set budget,0,577.59,Lead Generation,1.040215,53,10.897925,1.305097,147.948258,142.228515,41,115.518
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,,,2020-03-10,2020-03-10,5128,5407,Using ad set budget,0,594.39,Lead Generation,1.054407,146,4.071164,2.700203,115.910686,109.929721,64,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,,,2020-03-10,2020-03-10,1877,1917,Using ad set budget,0,453.62,Lead Generation,1.021311,80,5.67025,4.173187,241.672882,236.630151,41,
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,,,2020-03-10,2020-03-10,1215,1254,800,Daily,396.36,Lead Generation,1.032099,23,17.233043,1.834131,326.222222,316.076555,11,
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2020-03-10,2020-03-10,1839,1915,500,Daily,524.23,Lead Generation,1.041327,44,11.914318,2.29765,285.062534,273.749347,307,
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-09,2020-03-09,4284,4346,Using ad set budget,0,569.79,Lead Generation,1.014472,117,4.87,2.692131,133.004202,131.106765,42,569.79
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-09,2020-03-09,3568,3631,Using ad set budget,0,947.7,Lead Generation,1.017657,155,6.114194,4.268796,265.610987,261.002479,66,315.9
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-09,2020-03-09,2947,3022,800,Daily,735.9,Lead Generation,1.02545,73,10.080822,2.415619,249.711571,243.514229,33,245.3
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-09,2020-03-09,2032,2070,500,Daily,499.91,Lead Generation,1.018701,69,7.245072,3.333333,246.018701,241.502415,363,499.91
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,,,2020-03-08,2020-03-08,3844,4038,Using ad set budget,0,576.06,Lead Generation,1.050468,107,5.383738,2.649827,149.859521,142.659733,40,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-08,2020-03-08,2658,2792,Using ad set budget,0,976.06,Lead Generation,1.050414,151,6.463974,5.408309,367.215952,349.591691,74,976.06
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-08,2020-03-08,2550,2717,800,Daily,852.1,Lead Generation,1.06549,65,13.109231,2.392345,334.156863,313.617961,26,426.05
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-08,2020-03-08,1419,1476,500,Daily,479.08,Lead Generation,1.040169,45,10.646222,3.04878,337.618041,324.579946,239,239.54
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-07,2020-03-07,5664,5796,Using ad set budget,0,569.63,Lead Generation,1.023305,167,3.410958,2.881297,100.570268,98.279848,51,284.815
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-07,2020-03-07,3837,3996,Using ad set budget,0,1047.55,Lead Generation,1.041439,128,8.183984,3.203203,273.01277,262.14965,62,349.18333333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-03-07,2020-03-07,2395,2504,800,Daily,814.43,Lead Generation,1.045511,77,10.577013,3.07508,340.05428,325.251597,31,203.6075
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-07,2020-03-07,1676,1717,500,Daily,491.39,Lead Generation,1.024463,45,10.919778,2.62085,293.192124,286.191031,268,245.695
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-06,2020-03-06,5120,5480,Using ad set budget,0,557.27,Lead Generation,1.070313,199,2.800352,3.631387,108.841797,101.691606,49,557.27
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-06,2020-03-06,4775,5006,Using ad set budget,0,1078.08,Lead Generation,1.048377,149,7.235436,2.976428,225.775916,215.357571,91,1078.08
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,7,actions:onsite_conversion.lead_grouped,2020-03-06,2020-03-06,2791,2954,800,Daily,801.9,Lead Generation,1.058402,77,10.414286,2.606635,287.316374,271.462424,34,114.55714285714
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-06,2020-03-06,1660,1725,500,Daily,556.71,Lead Generation,1.039157,34,16.373824,1.971014,335.36747,322.730435,225,278.355
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-05,2020-03-05,4505,4938,Using ad set budget,0,622.69,Lead Generation,1.096115,163,3.820184,3.300932,138.221976,126.101661,45,622.69
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-05,2020-03-05,5192,5552,Using ad set budget,0,1081.17,Lead Generation,1.069337,208,5.197933,3.746398,208.237673,194.735231,105,360.39
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-05,2020-03-05,3024,3216,800,Daily,838.82,Lead Generation,1.063492,96,8.737708,2.985075,277.387566,260.827114,41,838.82
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2020-03-05,2020-03-05,1892,1975,500,Daily,525.17,Lead Generation,1.043869,70,7.502429,3.544304,277.573996,265.908861,299,
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,,,2020-03-04,2020-03-04,2606,2777,Using ad set budget,0,302.7,Lead Generation,1.065618,122,2.481148,4.39323,116.155027,109.002521,38,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-04,2020-03-04,4695,4964,Using ad set budget,0,1080.4,Lead Generation,1.057295,208,5.194231,4.190169,230.117146,217.647059,111,360.13333333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-04,2020-03-04,1899,2012,800,Daily,913.27,Lead Generation,1.059505,69,13.235797,3.429423,480.921538,453.911531,27,304.42333333333
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-03-04,2020-03-04,1112,1164,500,Daily,512.28,Lead Generation,1.046763,41,12.494634,3.522337,460.683453,440.103093,205,512.28
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,11,actions:onsite_conversion.lead_grouped,2020-03-03,2020-03-03,7174,7274,Using ad set budget,0,1042.94,Lead Generation,1.013939,197,5.294112,2.708276,145.377753,143.379159,145,94.812727272727
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-03-03,2020-03-03,5056,5232,800,Daily,847.47,Lead Generation,1.03481,118,7.181949,2.255352,167.616693,161.978211,50,211.8675
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-03,2020-03-03,2521,2606,500,Daily,566.86,Lead Generation,1.033717,69,8.215362,2.647736,224.855216,217.521105,450,283.43
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2020-03-02,2020-03-02,4010,4172,Using ad set budget,0,655.79,Lead Generation,1.040399,149,4.401275,3.571429,163.538653,157.188399,71,109.29833333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-02,2020-03-02,1498,1586,800,Daily,526.77,Lead Generation,1.058745,59,8.928305,3.72005,351.648865,332.137453,21,175.59
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2020-03-02,2020-03-02,1334,1399,500,Daily,323.69,Lead Generation,1.048726,55,5.885273,3.93138,242.646177,231.372409,251,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,10,actions:onsite_conversion.lead_grouped,2020-03-01,2020-03-01,8268,8453,Using ad set budget,0,1013.85,Lead Generation,1.022375,187,5.421658,2.212232,122.623367,119.939666,189,101.385
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-03-01,2020-03-01,2519,2686,800,Daily,857.31,Lead Generation,1.066296,85,10.086,3.164557,340.337435,319.177215,43,428.655
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2020-03-01,2020-03-01,1822,1918,500,Daily,523.16,Lead Generation,1.052689,50,10.4632,2.606882,287.135016,272.763295,317,174.38666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-29,2020-02-29,8262,8604,Using ad set budget,0,996.19,Lead Generation,1.041394,183,5.443661,2.126918,120.574921,115.782194,196,142.31285714286
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-29,2020-02-29,3562,3698,800,Daily,796.37,Lead Generation,1.038181,60,13.272833,1.622499,223.573835,215.351541,29,265.45666666667
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-29,2020-02-29,1701,1772,500,Daily,480.94,Lead Generation,1.04174,70,6.870571,3.950339,282.739565,271.410835,287,120.235
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-28,2020-02-28,6942,7185,Using ad set budget,0,967.67,Lead Generation,1.035004,207,4.674734,2.881002,139.393547,134.679193,162,322.55666666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-28,2020-02-28,3156,3369,800,Daily,766.42,Lead Generation,1.06749,91,8.422198,2.701098,242.845374,227.491837,32,383.21
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2020-02-28,2020-02-28,1427,1501,500,Daily,503.32,Lead Generation,1.051857,55,9.151273,3.664224,352.711983,335.323118,236,
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-27,2020-02-27,6004,6258,Using ad set budget,0,1011.36,Lead Generation,1.042305,205,4.933463,3.275807,168.447702,161.610738,127,168.56
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-27,2020-02-27,2038,2128,800,Daily,766.92,Lead Generation,1.044161,65,11.798769,3.054511,376.310108,360.394737,35,383.46
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-27,2020-02-27,1905,2007,500,Daily,496.95,Lead Generation,1.053543,64,7.764844,3.188839,260.866142,247.608371,288,248.475
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,9,actions:onsite_conversion.lead_grouped,2020-02-26,2020-02-26,5586,5756,Using ad set budget,0,1014.78,Lead Generation,1.030433,113,8.980354,1.963169,181.664876,176.299514,126,112.75333333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-26,2020-02-26,2689,2867,800,Daily,856.68,Lead Generation,1.066196,83,10.321446,2.895012,318.586835,298.807115,33,428.34
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-26,2020-02-26,1959,2070,500,Daily,482.37,Lead Generation,1.056662,68,7.093676,3.285024,246.232772,233.028986,330,241.185
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-25,2020-02-25,8422,8794,Using ad set budget,0,991.69,Lead Generation,1.04417,150,6.611267,1.705708,117.749941,112.768933,204,495.845
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-25,2020-02-25,4823,5143,800,Daily,798.21,Lead Generation,1.066349,94,8.491596,1.827727,165.500726,155.203189,46,199.5525
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-25,2020-02-25,1989,2095,500,Daily,517.93,Lead Generation,1.053293,82,6.31622,3.914081,260.397185,247.221957,390,517.93
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-24,2020-02-24,7764,8038,Using ad set budget,0,1005.48,Lead Generation,1.035291,206,4.880971,2.562827,129.50541,125.090819,158,251.37
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,8,actions:onsite_conversion.lead_grouped,2020-02-24,2020-02-24,3696,3909,800,Daily,823.19,Lead Generation,1.05763,106,7.765943,2.711691,222.724567,210.588386,51,102.89875
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-24,2020-02-24,2141,2232,500,Daily,523.78,Lead Generation,1.042504,63,8.313968,2.822581,244.64269,234.668459,393,523.78
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,9,actions:onsite_conversion.lead_grouped,2020-02-23,2020-02-23,7062,7131,Using ad set budget,0,1012.83,Lead Generation,1.009771,167,6.06485,2.341888,143.419711,142.031973,158,112.53666666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,8,actions:onsite_conversion.lead_grouped,2020-02-23,2020-02-23,2284,2476,800,Daily,792.17,Lead Generation,1.084063,93,8.517957,3.756058,346.834501,319.939418,42,99.02125
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-23,2020-02-23,1734,1857,500,Daily,494.71,Lead Generation,1.070934,66,7.495606,3.55412,285.299885,266.4028,345,247.355
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,8,actions:onsite_conversion.lead_grouped,2020-02-22,2020-02-22,5032,5403,Using ad set budget,0,963.74,Lead Generation,1.073728,192,5.019479,3.553581,191.522258,178.371275,128,120.4675
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-22,2020-02-22,2004,2107,800,Daily,760.17,Lead Generation,1.051397,56,13.574464,2.657807,379.326347,360.783104,26,190.0425
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-22,2020-02-22,1333,1394,500,Daily,487.46,Lead Generation,1.045761,35,13.927429,2.51076,365.686422,349.684362,238,487.46
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,,,2020-02-21,2020-02-21,1149,1170,500,Daily,313.52,Lead Generation,1.018277,42,7.464762,3.589744,272.863359,267.965812,10,
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-21,2020-02-21,2424,2478,Using ad set budget,0,248.41,Lead Generation,1.022277,109,2.278991,4.398709,102.479373,100.246166,31,62.1025
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-21,2020-02-21,5246,5677,Using ad set budget,0,973.74,Lead Generation,1.082158,192,5.071563,3.382068,185.615707,171.523692,113,973.74
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-21,2020-02-21,2477,2666,800,Daily,802.24,Lead Generation,1.076302,69,11.626667,2.588147,323.875656,300.915229,33,267.41333333333
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-21,2020-02-21,855,903,500,Daily,491.88,Lead Generation,1.05614,50,9.8376,5.537099,575.298246,544.717608,212,245.94
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-20,2020-02-20,305,308,Using ad set budget,0,28.49,Lead Generation,1.009836,32,0.890313,10.38961,93.409836,92.5,9,9.4966666666667
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-20,2020-02-20,1501,1598,500,Daily,360.53,Lead Generation,1.064624,78,4.622179,4.881101,240.193205,225.613267,24,120.17666666667
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,19,actions:onsite_conversion.lead_grouped,2020-02-20,2020-02-20,7482,8282,Using ad set budget,0,814.75,Lead Generation,1.106923,414,1.967995,4.998793,108.894681,98.375996,136,42.881578947368
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-20,2020-02-20,6518,6669,Using ad set budget,0,992.15,Lead Generation,1.023167,118,8.408051,1.769381,152.216938,148.77043,89,248.0375
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-20,2020-02-20,3174,3395,800,Daily,827.13,Lead Generation,1.069628,80,10.339125,2.356406,260.595463,243.631811,43,275.71
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-20,2020-02-20,1055,1135,500,Daily,498.31,Lead Generation,1.075829,34,14.656176,2.995595,472.331754,439.039648,225,498.31
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-19,2020-02-19,467,474,Using ad set budget,0,26.3,Lead Generation,1.014989,33,0.79697,6.962025,56.316916,55.485232,15,26.3
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,,,2020-02-19,2020-02-19,1943,2039,500,Daily,499.98,Lead Generation,1.049408,56,8.928214,2.746444,257.323726,245.208436,20,
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,14,actions:onsite_conversion.lead_grouped,2020-02-19,2020-02-19,8876,10038,Using ad set budget,0,766.77,Lead Generation,1.130915,550,1.394127,5.479179,86.386886,76.38673,189,54.769285714286
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-19,2020-02-19,6238,6429,Using ad set budget,0,976.79,Lead Generation,1.030619,141,6.927589,2.193187,156.587047,151.934982,117,195.358
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,10,actions:onsite_conversion.lead_grouped,2020-02-19,2020-02-19,2416,2537,800,Daily,796.01,Lead Generation,1.050083,74,10.756892,2.916831,329.474338,313.760347,45,79.601
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-19,2020-02-19,1169,1248,500,Daily,501.17,Lead Generation,1.067579,42,11.932619,3.365385,428.716852,401.578526,258,167.05666666667
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-18,2020-02-18,1375,1461,Using ad set budget,0,82.21,Lead Generation,1.062545,123,0.668374,8.418891,59.789091,56.269678,42,11.744285714286
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-18,2020-02-18,1509,1602,500,Daily,484.03,Lead Generation,1.06163,72,6.722639,4.494382,320.762094,302.141074,28,242.015
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,20,actions:onsite_conversion.lead_grouped,2020-02-18,2020-02-18,8814,9934,Using ad set budget,0,800.01,Lead Generation,1.127071,668,1.19762,6.724381,90.765827,80.532515,207,40.0005
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-18,2020-02-18,4981,5156,Using ad set budget,0,895.27,Lead Generation,1.035134,123,7.278618,2.38557,179.737001,173.63654,74,298.42333333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-18,2020-02-18,2048,2220,800,Daily,786.17,Lead Generation,1.083984,78,10.079103,3.513514,383.87207,354.130631,29,262.05666666667
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-18,2020-02-18,996,1074,500,Daily,497.03,Lead Generation,1.078313,50,9.9406,4.655493,499.026104,462.783985,249,248.515
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,18,actions:onsite_conversion.lead_grouped,2020-02-17,2020-02-17,1307,1423,Using ad set budget,0,83.18,Lead Generation,1.088753,157,0.529809,11.033029,63.641928,58.45397,52,4.6211111111111
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,,,2020-02-17,2020-02-17,1723,1849,500,Daily,485.68,Lead Generation,1.073128,90,5.396444,4.867496,281.880441,262.671714,19,
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,34,actions:onsite_conversion.lead_grouped,2020-02-17,2020-02-17,8400,9844,Using ad set budget,0,775.39,Lead Generation,1.171905,779,0.995366,7.91345,92.308333,78.767777,248,22.805588235294
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-17,2020-02-17,4547,4638,Using ad set budget,0,804.73,Lead Generation,1.020013,95,8.470842,2.048297,176.980427,173.507978,72,134.12166666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-17,2020-02-17,2684,2884,800,Daily,813.85,Lead Generation,1.074516,97,8.390206,3.363384,303.222802,282.194868,36,406.925
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-17,2020-02-17,1212,1339,500,Daily,504.32,Lead Generation,1.104785,65,7.758769,4.854369,416.105611,376.639283,280,252.16
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-16,2020-02-16,1412,1532,Using ad set budget,0,85.06,Lead Generation,1.084986,139,0.611942,9.073107,60.240793,55.522193,43,12.151428571429
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-16,2020-02-16,1773,1923,500,Daily,508.61,Lead Generation,1.084602,94,5.410745,4.888196,286.864072,264.48778,23,127.1525
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,31,actions:onsite_conversion.lead_grouped,2020-02-16,2020-02-16,8598,10103,Using ad set budget,0,820.94,Lead Generation,1.175041,1002,0.819301,9.917846,95.480344,81.257052,307,26.481935483871
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-16,2020-02-16,3911,4011,Using ad set budget,0,828.34,Lead Generation,1.025569,71,11.666761,1.770132,211.797494,206.517078,69,828.34
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-16,2020-02-16,2647,2921,800,Daily,814.41,Lead Generation,1.103513,89,9.150674,3.046902,307.672837,278.812051,41,135.735
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-16,2020-02-16,1138,1233,500,Daily,519.57,Lead Generation,1.08348,49,10.603469,3.974047,456.564148,421.386861,230,173.19
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,11,actions:onsite_conversion.lead_grouped,2020-02-15,2020-02-15,1447,1573,Using ad set budget,0,95.57,Lead Generation,1.087077,136,0.702721,8.6459,66.046994,60.756516,43,8.6881818181818
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-15,2020-02-15,1190,1249,500,Daily,518.85,Lead Generation,1.04958,41,12.654878,3.282626,436.008403,415.41233,12,518.85
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,57,actions:onsite_conversion.lead_grouped,2020-02-15,2020-02-15,6836,9114,Using ad set budget,0,840.19,Lead Generation,1.333236,1258,0.667878,13.802941,122.906671,92.186746,391,14.740175438596
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-15,2020-02-15,4159,4286,Using ad set budget,0,810.41,Lead Generation,1.030536,88,9.209205,2.053196,194.856937,189.083061,58,270.13666666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-15,2020-02-15,2870,3087,800,Daily,803.49,Lead Generation,1.07561,105,7.652286,3.401361,279.961672,260.281827,36,160.698
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-15,2020-02-15,1115,1180,500,Daily,414.45,Lead Generation,1.058296,47,8.818085,3.983051,371.704036,351.228814,249,138.15
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,15,actions:onsite_conversion.lead_grouped,2020-02-14,2020-02-14,1272,1382,Using ad set budget,0,96.88,Lead Generation,1.086478,161,0.601739,11.649783,76.163522,70.101302,52,6.4586666666667
